Kernel Name	demangled name with suffix	Kernel Name (Demangled)	gpu_tot_sim_insn\s*=\s*(.*)	gpgpu_simulation_time\s*=.*\(([0-9]+) sec\).*	gpu_tot_sim_cycle\s*=\s*(.*)	\s+L2_cache_stats_breakdown\[GLOBAL_ACC_R\]\[HIT\]\s*=\s*(.*)	\s+L2_cache_stats_breakdown\[GLOBAL_ACC_R\]\[TOTAL_ACCESS\]\s*=\s*(.*)	\s+L2_cache_stats_breakdown\[GLOBAL_ACC_W\]\[HIT\]\s*=\s*(.*)	\s+L2_cache_stats_breakdown\[GLOBAL_ACC_W\]\[TOTAL_ACCESS\]\s*=\s*(.*)	\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[TOTAL_ACCESS\]\s*=\s*(.*)	\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[HIT\]\s*=\s*(.*)	\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_W\]\[HIT\]\s*=\s*(.*)	\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_W\]\[TOTAL_ACCESS\]\s*=\s*(.*)	\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[MSHR_HIT\]\s*=\s*(.*)	gpgpu_n_tot_w_icount\s*=\s*(.*)	total dram reads\s*=\s*(.*)	total dram writes\s*=\s*(.*)	kernel_launch_uid\s*=\s*(.*)	gpgpu_n_shmem_bkconflict\s*=\s*(.*)	gpgpu_n_l1cache_bkconflict\s*=\s*(.*)	gpu_ipc\s*=\s*(.*)	gpu_occupancy\s*=\s*(.*)%	L2_BW\s*=\s*(.*)+GB\/Sec	gpgpu_simulation_rate\s+=\s+(.*)\s+\(inst\/sec\)	gpgpu_simulation_rate\s+=\s+(.*)\s+\(cycle\/sec\)	gpgpu_silicon_slowdown\s*=\s*(.*)x	gpu_tot_ipc\s*=\s*(.*)
_ZN8cublasLt19splitKreduce_kernelILi32ELi16EiffffLb1ELb1ELb0EEEvNS_18cublasSplitKParamsIT4_EEPKT2_PKT3_PS7_PKS2_SC_PKT5_S6_PSD_PvlPS2_Pi--48	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)--48"	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)"	711936	1	6337	1344	1440	1344	1344	3552	1344	672	1344	768	28392	96	0	1	0	0	112.3459	-nan	0	1592650	3400	332941	468.3548
_ZN8cublasLt19splitKreduce_kernelILi32ELi16EiffffLb1ELb1ELb0EEEvNS_18cublasSplitKParamsIT4_EEPKT2_PKT3_PS7_PKS2_SC_PKT5_S6_PSD_PvlPS2_Pi--49	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)--49"	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)"	744192	1	6350	2016	2112	672	1344	4224	1344	672	1344	768	28392	96	0	1	0	0	117.1956	-nan	0	1585605	3357	337205	472.2495
_ZN8cublasLt19splitKreduce_kernelILi32ELi16EiffffLb1ELb1ELb0EEEvNS_18cublasSplitKParamsIT4_EEPKT2_PKT3_PS7_PKS2_SC_PKT5_S6_PSD_PvlPS2_Pi--50	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)--50"	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)"	711936	0	6331	1344	1440	1344	1344	3552	1344	672	1344	768	28392	96	0	1	0	0	112.4524	-nan	0	1585309	3375	335407	469.5909
_ZN8cublasLt19splitKreduce_kernelILi32ELi16EiffffLb1ELb1ELb0EEEvNS_18cublasSplitKParamsIT4_EEPKT2_PKT3_PS7_PKS2_SC_PKT5_S6_PSD_PvlPS2_Pi--51	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)--51"	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)"	711936	1	6324	1344	1440	812	1344	3552	1344	672	1344	768	28392	96	0	1	0	0	112.5769	-nan	0	1586435	3373	335606	470.2402
_ZN8cublasLt19splitKreduce_kernelILi32ELi16EiffffLb1ELb1ELb0EEEvNS_18cublasSplitKParamsIT4_EEPKT2_PKT3_PS7_PKS2_SC_PKT5_S6_PSD_PvlPS2_Pi--52	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)--52"	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)"	711936	1	6324	1344	1440	812	1344	3552	1344	672	1344	768	28392	96	0	1	0	0	112.5769	-nan	0	1589490	3375	335407	470.8655
_ZN8cublasLt19splitKreduce_kernelILi32ELi16EiffffLb1ELb1ELb0EEEvNS_18cublasSplitKParamsIT4_EEPKT2_PKT3_PS7_PKS2_SC_PKT5_S6_PSD_PvlPS2_Pi--53	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)--53"	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)"	711936	0	6333	1344	1440	1344	1344	3552	1344	672	1344	768	28392	96	0	1	0	0	112.4169	-nan	0	1592599	3390	333923	469.784
_ZN8cublasLt19splitKreduce_kernelILi32ELi16EiffffLb1ELb1ELb0EEEvNS_18cublasSplitKParamsIT4_EEPKT2_PKT3_PS7_PKS2_SC_PKT5_S6_PSD_PvlPS2_Pi--54	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)--54"	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)"	744192	0	6351	2016	2112	672	1344	4224	1344	672	1344	768	28392	96	0	1	0	0	117.1771	-nan	0	1586187	3354	337507	472.9075
_ZN8cublasLt19splitKreduce_kernelILi32ELi16EiffffLb1ELb1ELb0EEEvNS_18cublasSplitKParamsIT4_EEPKT2_PKT3_PS7_PKS2_SC_PKT5_S6_PSD_PvlPS2_Pi--55	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)--55"	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)"	711936	1	6333	1344	1440	1344	1344	3552	1344	672	1344	768	28392	96	0	1	0	0	112.4169	-nan	0	1584114	3366	336304	470.543
_ZN8cublasLt19splitKreduce_kernelILi32ELi16EiffffLb1ELb1ELb0EEEvNS_18cublasSplitKParamsIT4_EEPKT2_PKT3_PS7_PKS2_SC_PKT5_S6_PSD_PvlPS2_Pi--56	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)--56"	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)"	711936	1	6324	1344	1440	1344	1344	3552	1344	672	1344	768	28392	96	0	1	0	0	112.5769	-nan	0	1586933	3368	336104	471.1198
_ZN8cublasLt19splitKreduce_kernelILi32ELi16EiffffLb1ELb1ELb0EEEvNS_18cublasSplitKParamsIT4_EEPKT2_PKT3_PS7_PKS2_SC_PKT5_S6_PSD_PvlPS2_Pi--57	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)--57"	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)"	711936	1	6327	1344	1440	1344	1344	3552	1344	672	1344	768	28392	96	0	1	0	0	112.5235	-nan	0	1589708	3370	335905	471.5926
_ZN8cublasLt19splitKreduce_kernelILi32ELi16EiffffLb1ELb1ELb0EEEvNS_18cublasSplitKParamsIT4_EEPKT2_PKT3_PS7_PKS2_SC_PKT5_S6_PSD_PvlPS2_Pi--58	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)--58"	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)"	711936	0	6324	1344	1440	1344	1344	3552	1344	672	1344	768	28392	96	0	1	0	0	112.5769	-nan	0	1592544	3384	334515	470.5169
_ZN8cublasLt19splitKreduce_kernelILi32ELi16EiffffLb1ELb1ELb0EEEvNS_18cublasSplitKParamsIT4_EEPKT2_PKT3_PS7_PKS2_SC_PKT5_S6_PSD_PvlPS2_Pi--59	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)--59"	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)"	744192	1	6346	2016	2112	672	1344	4224	1344	672	1344	768	28392	96	0	1	0	0	117.2695	-nan	0	1586619	3350	337910	473.5405
_ZN8cublasLt19splitKreduce_kernelILi32ELi16EiffffLb1ELb1ELb0EEEvNS_18cublasSplitKParamsIT4_EEPKT2_PKT3_PS7_PKS2_SC_PKT5_S6_PSD_PvlPS2_Pi--60	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)--60"	"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)"	8570	0	6546	29	30	12	14	79	11	12	14	38	1386	1	0	1	0	0	1.3092	-nan	0	1583899	3374	335506	469.3792
_ZN7cutlass7Kernel2I51cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4EEvNT_6ParamsE--0	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)--0"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)"	30335136	22	59168	27638	325104	0	2688	326256	0	0	2688	1152	993768	295866	14163	1	175296	921867	512.6949	-nan	0	1550910	4496	251779	344.9004
_ZN7cutlass7Kernel2I51cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4EEvNT_6ParamsE--1	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)--1"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)"	30335136	21	59165	27641	325104	0	2688	326256	0	0	2688	1152	993768	295870	13826	1	175296	919180	512.7209	-nan	0	1587138	3831	295484	414.2565
_ZN7cutlass7Kernel2I51cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4EEvNT_6ParamsE--2	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)--2"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)"	30335136	22	58877	27783	325104	0	2688	326256	0	0	2688	1152	993768	295842	15214	1	175296	910711	515.2289	-nan	0	1581568	3627	312103	435.9904
_ZN7cutlass7Kernel2I51cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4EEvNT_6ParamsE--3	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)--3"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)"	30335136	22	59340	27420	325104	0	2688	326256	0	0	2688	1152	993768	295928	15150	1	175296	924791	511.2089	-nan	0	1584449	3544	319413	447.0614
_ZN7cutlass7Kernel2I51cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4EEvNT_6ParamsE--4	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)--4"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)"	30335136	21	59095	27664	325104	0	2688	326256	0	0	2688	1152	993768	295866	15230	1	175296	919358	513.3283	-nan	0	1594685	3514	322140	453.8008
_ZN7cutlass7Kernel2I51cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4EEvNT_6ParamsE--5	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)--5"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)"	30335056	21	59058	27599	325104	0	2688	326256	0	0	2688	1152	993768	295866	13822	1	175296	914760	513.6486	-nan	0	1597805	3485	324820	458.382
_ZN7cutlass7Kernel2I51cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4EEvNT_6ParamsE--6	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)--6"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)"	30335136	23	59192	27573	325104	0	2688	326256	0	0	2688	1152	993768	295874	13946	1	175296	915846	512.4871	-nan	0	1593911	3455	327641	461.3017
_ZN7cutlass7Kernel2I51cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4EEvNT_6ParamsE--7	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)--7"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)"	30335136	22	59091	27671	325104	0	2688	326256	0	0	2688	1152	993768	295874	13874	1	175296	914688	513.363	-nan	0	1588424	3427	330318	463.4325
_ZN7cutlass7Kernel2I51cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4EEvNT_6ParamsE--8	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)--8"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)"	30332224	22	59266	27651	325104	0	2688	326256	0	0	2688	1152	993768	295858	15218	1	175296	919095	511.7981	-nan	0	1584223	3405	332452	465.2237
_ZN7cutlass7Kernel2I51cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4EEvNT_6ParamsE--9	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)--9"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)"	30335136	22	59056	27501	325104	0	2688	326256	0	0	2688	1152	993768	295890	15262	1	175296	912853	513.6673	-nan	0	1582964	3391	333824	466.6807
_ZN7cutlass7Kernel2I51cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4EEvNT_6ParamsE--10	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)--10"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)"	30335136	22	59094	27705	325104	0	2688	326256	0	0	2688	1152	993768	295862	15202	1	175296	914150	513.337	-nan	0	1583816	3383	334614	468.0331
_ZN7cutlass7Kernel2I51cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4EEvNT_6ParamsE--11	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)--11"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params)"	30323664	22	58925	27976	325104	0	2688	326256	0	0	2688	1152	993768	295854	13942	1	175296	910022	514.6146	-nan	0	1584498	3378	335109	468.9937
_ZN7cutlass7Kernel2I50cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4EEvNT_6ParamsE--0	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)--0"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)"	11296320	5	19142	18017	95472	280	1344	95472	0	0	1344	0	368904	74868	0	1	60288	138808	590.1327	-nan	0	1293262	8052	140586	160.5978
_ZN7cutlass7Kernel2I50cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4EEvNT_6ParamsE--1	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)--1"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)"	11296320	5	15704	21744	95472	1344	1344	95472	0	0	1344	0	368904	73728	2017	1	60288	65942	719.3276	-nan	0	1558804	6410	176599	243.1691
_ZN7cutlass7Kernel2I50cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4EEvNT_6ParamsE--2	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)--2"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)"	11296320	5	16198	21744	95472	1344	1344	95472	0	0	1344	0	368904	73728	672	1	60288	65809	697.3898	-nan	0	1679506	5686	199085	295.3757
_ZN7cutlass7Kernel2I50cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4EEvNT_6ParamsE--3	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)--3"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)"	11296320	5	16695	20795	95472	1344	1344	95472	0	0	1344	0	368904	74008	0	1	60288	85301	676.6289	-nan	0	1735926	5355	211391	324.1633
_ZN7cutlass7Kernel2I50cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4EEvNT_6ParamsE--4	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)--4"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)"	40300128	25	46098	44046	347688	0	2016	347688	0	0	2016	0	1315116	298046	5376	1	228672	727626	874.2272	-nan	0	1577989	3743	302431	421.539
_ZN7cutlass7Kernel2I50cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4EEvNT_6ParamsE--5	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)--5"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)"	11296320	6	18973	18456	95472	790	1344	95472	0	0	1344	0	368904	74728	0	1	60288	132807	595.3892	-nan	0	1576351	3874	292204	406.8958
_ZN7cutlass7Kernel2I50cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4EEvNT_6ParamsE--6	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)--6"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)"	11296320	5	15528	21744	95472	812	1344	95472	0	0	1344	0	368904	73728	692	1	60288	65610	727.4807	-nan	0	1603480	3859	293340	415.4862
_ZN7cutlass7Kernel2I50cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4EEvNT_6ParamsE--7	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)--7"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)"	11296320	5	15859	21744	95472	812	1344	95472	0	0	1344	0	368904	73728	672	1	60288	65766	712.2971	-nan	0	1627354	3849	294102	422.7345
_ZN7cutlass7Kernel2I50cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4EEvNT_6ParamsE--8	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)--8"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)"	11296320	6	17713	21215	95472	1344	1344	95472	0	0	1344	0	368904	73868	348	1	60288	79240	637.7418	-nan	0	1632754	3888	291152	419.848
_ZN7cutlass7Kernel2I50cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4EEvNT_6ParamsE--9	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)--9"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)"	40300128	24	45937	43931	347688	0	2016	347688	0	0	2016	0	1315116	298078	5376	1	228672	723282	877.2913	-nan	0	1595090	3554	318514	448.7812
_ZN7cutlass7Kernel2I50cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4EEvNT_6ParamsE--10	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)--10"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)"	11296320	6	19149	17955	95472	1344	1344	95472	0	0	1344	0	368904	74868	0	1	60288	135432	589.917	-nan	0	1593398	3635	311416	438.3199
_ZN7cutlass7Kernel2I50cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4EEvNT_6ParamsE--11	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)--11"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)"	11296320	5	15526	21744	95472	1344	1344	95472	0	0	1344	0	368904	73728	1345	1	60288	66078	727.5744	-nan	0	1607630	3635	311416	442.209
_ZN7cutlass7Kernel2I50cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4EEvNT_6ParamsE--12	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)--12"	"void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params)"	11296320	6	16141	21744	95472	1344	1344	95472	0	0	1344	0	368904	73728	672	1	60288	65615	699.8525	-nan	0	1611847	3618	312880	445.4101
