"Kernel Name"	"gpu_tot_sim_insn\s*=\s*(.*)"	"gpgpu_simulation_time\s*=.*\(([0-9]+) sec\).*"	"gpu_tot_sim_cycle\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_R\]\[HIT\]\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_R\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_W\]\[HIT\]\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_W\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[HIT\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_W\]\[HIT\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_W\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[MSHR_HIT\]\s*=\s*(.*)"	"gpgpu_n_tot_w_icount\s*=\s*(.*)"	"total dram reads\s*=\s*(.*)"	"total dram writes\s*=\s*(.*)"	"kernel_launch_uid\s*=\s*(.*)"	"gpu_stall_dramfull\s*=\s*(.*)"	"gpu_stall_icnt2sh\s*=\s*(.*)"	"Stall:([0-9]+)\s*W0_Idle:[0-9]+\s*W0_Scoreboard:[0-9]+.*"	"Stall:[0-9]+\s*W0_Idle:([0-9]+)\s*W0_Scoreboard:[0-9]+.*"	"Stall:[0-9]+\s*W0_Idle:[0-9]+\s*W0_Scoreboard:([0-9]+).*"	"gpu_ipc\s*=\s*(.*)"	"gpu_occupancy\s*=\s*(.*)%"	"L2_BW\s*=\s*(.*)+GB\/Sec"	"max_icnt2mem_latency\s*=\s*(.*)"	"gpgpu_simulation_rate\s+=\s+(.*)\s+\(inst\/sec\)"	"gpgpu_simulation_rate\s+=\s+(.*)\s+\(cycle\/sec\)"	"gpgpu_silicon_slowdown\s*=\s*(.*)x"	"gpu_tot_ipc\s*=\s*(.*)"	"averagemflatency\s*=\s*(.*)"	"Kernel Name (Demangled)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--1"	56088.0	4.0	5651.0	1512.0	1513.0	0.0	1513.0	1513.0	0.0	0.0	1513.0	0.0	1958.0	1.0	88.0	1.0	0.0	0.0	194.0	70615.0	24911.0	9.9253	3.0483	""	1645.0	1149677.0	603.0	2399668.0	1906.2812	333.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--3"	7878672.0	9.0	7282.0	36588.0	36591.0	0.0	18150.0	38574.0	35.0	0.0	18150.0	1948.0	274603.0	1.0	904.0	1.0	0.0	0.0	143787.0	104866.0	178754.0	1081.938	20.5312	""	1645.0	1144067.0	607.0	2383855.0	1883.8169	331.0	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN66_GLOBAL__N__42_tmpxft_00012c42_00000000_7_SoftMax_cpp1_ii_a331004220softmax_warp_forwardIfffLi7ELb0EEEvPT0_PKT_iii--0"	8858520.0	12.0	8880.0	18150.0	18150.0	22110.0	22110.0	22110.0	101.0	3960.0	22110.0	3859.0	382584.0	0.0	4.0	1.0	0.0	0.0	255359.0	82530.0	261303.0	997.5811	12.4883	""	1645.0	1133292.0	610.0	2372131.0	1855.3134	328.0	"void (anonymous namespace)::softmax_warp_forward<float, float, float, 7, false>(float*, float const*, int, int, int)"
"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE0_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--5"	5216640.0	7.0	6689.0	10560.0	10560.0	10560.0	10560.0	10560.0	0.0	0.0	10560.0	0.0	184800.0	0.0	0.0	1.0	0.0	0.0	29221.0	78586.0	187969.0	779.8834	12.597	""	1645.0	1127374.0	616.0	2349025.0	1829.8754	327.0	"void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"volta_sgemm_128x32_nn--2"	32961984.0	24.0	15077.0	56988.0	56988.0	0.0	0.0	68868.0	11880.0	0.0	0.0	0.0	1075584.0	0.0	0.0	1.0	0.0	0.0	607298.0	38490.0	231828.0	2186.2429	12.4951	""	1645.0	1139600.0	616.0	2349025.0	1847.9136	323.0	"volta_sgemm_128x32_nn"
"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE0_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--6"	5216640.0	7.0	6692.0	9103.0	10560.0	0.0	10560.0	10560.0	0.0	0.0	10560.0	0.0	184800.0	1457.0	540.0	1.0	0.0	0.0	29188.0	78613.0	188163.0	779.5338	12.5917	""	1645.0	1133966.0	621.0	2330112.0	1824.4381	322.0	"void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE0_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--7"	4033920.0	9.0	7955.0	7325.0	7680.0	10560.0	10560.0	10560.0	0.0	0.0	10560.0	2880.0	142560.0	96.0	24.0	1.0	2471.0	0.0	21813.0	94201.0	515882.0	507.0924	12.4249	""	1834.0	1121598.0	626.0	2311501.0	1790.905	327.0	"void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"volta_sgemm_64x32_sliced1x4_nn--0"	118540800.0	76.0	28587.0	236401.0	368928.0	0.0	0.0	368928.0	0.0	0.0	0.0	0.0	3755520.0	64512.0	14425.0	1.0	0.0	0.0	2767155.0	78914.0	95183.0	4146.668	23.5022	""	1834.0	1179510.0	593.0	2440134.0	1988.3385	355.0	"volta_sgemm_64x32_sliced1x4_nn"
"_Z19splitKreduce_kernelIffffEv18cublasSplitKParamsIT1_EPKT_PKT0_PS6_PKS1_SB_PKT2_--0"	8194778.0	16.0	9728.0	10560.0	42240.0	10560.0	10560.0	42240.0	0.0	10560.0	10560.0	0.0	300960.0	31680.0	12496.0	1.0	43378.0	0.0	239431.0	88374.0	847033.0	842.3908	46.0073	""	1834.0	1161443.0	593.0	2440134.0	1956.5626	363.0	"void splitKreduce_kernel<float, float, float, float>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--1"	443520.0	7.0	7351.0	10560.0	21120.0	0.0	10560.0	21120.0	0.0	0.0	10560.0	0.0	15180.0	10560.0	17081.0	1.0	1960.0	0.0	33049.0	122727.0	382520.0	60.3346	9.8132	""	1834.0	1148589.0	598.0	2419732.0	1917.6456	365.0	"void at::native::vectorized_elementwise_kernel<4, at::native::AddFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native13reduce_kernelILi512ELi1ENS0_8ReduceOpIfNS0_7MeanOpsIffEEjfLi4EEEEEvT1_--2"	693900.0	6.0	8007.0	10560.0	10560.0	96.0	110.0	10560.0	0.0	96.0	110.0	0.0	24418.0	0.0	48.0	1.0	0.0	0.0	11822.0	6748.0	42130.0	86.6617	24.8079	""	1834.0	1138328.0	606.0	2387788.0	1877.6094	364.0	"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4>)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--4"	4583040.0	7.0	6636.0	10886.0	10890.0	0.0	10560.0	13200.0	741.0	0.0	10560.0	1569.0	159720.0	1.0	8130.0	1.0	221.0	0.0	29967.0	77840.0	199597.0	690.6329	12.5104	""	1834.0	1132788.0	610.0	2372131.0	1856.4818	363.0	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_68_GLOBAL__N__44_tmpxft_000124ca_00000000_7_PowKernel_cpp1_ii_639c21f929pow_tensor_scalar_kernel_implIffEEvRNS_14TensorIteratorET0_EUlfE0_NS_6detail5ArrayIPcLi2EEEEEviS6_T1_--1"	380160.0	5.0	5898.0	10560.0	10560.0	0.0	10560.0	10560.0	0.0	0.0	10560.0	0.0	13200.0	0.0	7000.0	1.0	43.0	0.0	2344.0	119064.0	136676.0	64.4557	11.2438	""	1834.0	1124210.0	614.0	2356677.0	1828.5736	362.0	"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIterator&, float)::{lambda(float)#2}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIterator&, float)::{lambda(float)#2}, at::detail::Array<char*, 2>)"
"_ZN2at6native13reduce_kernelILi512ELi1ENS0_8ReduceOpIfNS0_7MeanOpsIffEEjfLi4EEEEEvT1_--3"	693900.0	5.0	8012.0	10560.0	10560.0	96.0	110.0	10560.0	0.0	96.0	110.0	0.0	24418.0	0.0	920.0	1.0	0.0	0.0	11346.0	6872.0	42626.0	86.6076	24.7898	""	1834.0	1116276.0	622.0	2326366.0	1792.4847	361.0	"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4>)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--5"	4583040.0	7.0	6634.0	10890.0	10890.0	10560.0	10560.0	13200.0	931.0	0.0	10560.0	1379.0	159720.0	0.0	12.0	1.0	0.0	0.0	29946.0	73567.0	197891.0	690.8411	12.5788	""	1834.0	1111131.0	626.0	2311501.0	1773.9058	360.0	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_13BUnaryFunctorINS0_10AddFunctorIfEEEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--2"	2260.0	3.0	5660.0	13.0	14.0	0.0	14.0	14.0	0.0	0.0	14.0	0.0	88.0	1.0	8.0	1.0	0.0	0.0	8.0	1901.0	647.0	0.3993	2.6714	""	1834.0	1105852.0	632.0	2289556.0	1748.7491	360.0	"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2> >(int, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16sqrt_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE0_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_--1"	4328.0	4.0	5820.0	13.0	14.0	0.0	14.0	14.0	0.0	0.0	14.0	0.0	161.0	1.0	8.0	1.0	0.0	0.0	11.0	2226.0	889.0	0.7436	2.743	""	1834.0	1098893.0	637.0	2271585.0	1723.6201	360.0	"void at::native::vectorized_elementwise_kernel<4, at::native::sqrt_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::sqrt_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10DivFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--1"	6652800.0	8.0	7030.0	10886.0	10890.0	0.0	10560.0	13200.0	775.0	0.0	10560.0	1535.0	232320.0	1.0	8328.0	1.0	56.0	0.0	55511.0	75976.0	210309.0	946.3442	12.5224	""	1834.0	1095567.0	640.0	2260937.0	1710.3533	358.0	"void at::native::unrolled_elementwise_kernel<at::native::DivFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::DivFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10MulFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--2"	4583040.0	9.0	8183.0	17910.0	18240.0	0.0	10560.0	21120.0	4.0	0.0	10560.0	2876.0	159720.0	96.0	8244.0	1.0	2502.0	0.0	30118.0	81573.0	615785.0	560.0684	12.4835	""	1834.0	1087474.0	644.0	2246894.0	1687.9449	364.0	"void at::native::unrolled_elementwise_kernel<at::native::MulFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::MulFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--6"	4583040.0	10.0	8150.0	17914.0	18240.0	0.0	10560.0	21120.0	2.0	0.0	10560.0	2878.0	159720.0	96.0	8314.0	1.0	2806.0	0.0	29802.0	78025.0	610577.0	562.3362	12.5716	""	1834.0	1077969.0	646.0	2239938.0	1666.5214	369.0	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE0_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--8"	16135680.0	14.0	8616.0	6341.0	7680.0	0.0	42240.0	42240.0	2059.0	0.0	42240.0	32501.0	570240.0	384.0	11604.0	1.0	7351.0	0.0	447231.0	106953.0	10280.0	1872.7577	48.5863	""	1834.0	1079514.0	646.0	2239938.0	1670.5892	366.0	"void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"volta_sgemm_64x32_sliced1x4_nn--1"	418019328.0	273.0	94615.0	896060.0	1357834.0	0.0	0.0	1616256.0	103987.0	0.0	0.0	154435.0	13163520.0	286508.0	118164.0	1.0	2985.0	0.0	9414164.0	123276.0	24384.0	4418.1084	31.055	""	1834.0	1209453.0	559.0	2588550.0	2159.7461	372.0	"volta_sgemm_64x32_sliced1x4_nn"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--2"	1520640.0	13.0	8786.0	0.0	42240.0	0.0	42240.0	42240.0	0.0	0.0	42240.0	0.0	52800.0	42240.0	2468.0	1.0	89363.0	0.0	132011.0	164192.0	839277.0	173.0753	43.1562	""	1911.0	1194689.0	561.0	2579322.0	2127.4355	390.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_68_GLOBAL__N__44_tmpxft_000124ca_00000000_7_PowKernel_cpp1_ii_639c21f929pow_tensor_scalar_kernel_implIffEEvRNS_14TensorIteratorET0_EUlfE1_NS_6detail5ArrayIPcLi2EEEEEviS6_T1_--0"	1858560.0	9.0	7457.0	42240.0	42240.0	0.0	42240.0	42240.0	0.0	0.0	42240.0	0.0	63360.0	0.0	952.0	1.0	0.0	0.0	148906.0	318737.0	212649.0	249.237	41.2477	""	1911.0	1185530.0	564.0	2565602.0	2101.8628	395.0	"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIterator&, float)::{lambda(float)#3}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIterator&, float)::{lambda(float)#3}, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--3"	1520640.0	10.0	7518.0	42240.0	42240.0	0.0	42240.0	42240.0	0.0	0.0	42240.0	0.0	52800.0	0.0	228.0	1.0	0.0	0.0	150937.0	317820.0	228011.0	202.2666	41.2718	""	1911.0	1174995.0	565.0	2561061.0	2076.1401	402.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--2"	1774080.0	14.0	8582.0	84480.0	84480.0	42240.0	42240.0	84480.0	0.0	0.0	42240.0	0.0	60720.0	0.0	0.0	1.0	0.0	0.0	346947.0	258583.0	417366.0	206.721	41.7493	""	1911.0	1160246.0	566.0	2556537.0	2047.6835	415.0	"void at::native::vectorized_elementwise_kernel<4, at::native::AddFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--4"	1520640.0	9.0	7477.0	42240.0	42240.0	42240.0	42240.0	42240.0	0.0	0.0	42240.0	0.0	52800.0	0.0	0.0	1.0	0.0	0.0	148395.0	313407.0	231470.0	203.3757	41.0742	""	1911.0	1151360.0	568.0	2547535.0	2023.5439	419.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16tanh_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE0_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_--0"	5700440.0	12.0	7532.0	42240.0	42240.0	42240.0	42240.0	42240.0	0.0	0.0	42240.0	0.0	295548.0	0.0	0.0	1.0	0.0	0.0	157642.0	168989.0	147609.0	756.8295	40.6714	""	1911.0	1143372.0	569.0	2543057.0	2007.0598	420.0	"void at::native::vectorized_elementwise_kernel<4, at::native::tanh_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::tanh_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_13BUnaryFunctorINS0_10AddFunctorIfEEEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--3"	1605120.0	10.0	7529.0	42240.0	42240.0	42240.0	42240.0	42240.0	0.0	0.0	42240.0	0.0	55440.0	0.0	0.0	1.0	0.0	0.0	156637.0	320093.0	215530.0	213.1917	41.023	""	1911.0	1133792.0	571.0	2534150.0	1984.0245	424.0	"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2> >(int, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10MulFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--0"	1774080.0	13.0	8578.0	84464.0	84480.0	0.0	42240.0	84480.0	0.0	0.0	42240.0	0.0	60720.0	16.0	24.0	1.0	0.0	0.0	345681.0	257377.0	419718.0	206.8174	41.7776	""	1911.0	1121314.0	572.0	2529720.0	1958.3984	436.0	"void at::native::vectorized_elementwise_kernel<4, at::native::MulFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::MulFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE0_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--9"	4033920.0	8.0	7539.0	7311.0	7680.0	0.0	10560.0	10560.0	0.0	0.0	10560.0	2880.0	142560.0	96.0	0.0	1.0	2425.0	0.0	22308.0	88013.0	468611.0	535.0736	12.3822	""	1911.0	1116599.0	575.0	2516521.0	1940.5867	437.0	"void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
